#SampleID	code	year	seqrun	treatment	cage	time	time_number	sex	extra	exp3	exp4	control	diet	time_num	all2016_time	treatment_time	treatmenttime	genotype	year_time	time_sex	yeartimesex	genotype2	diet_method	genotype_method	sampID	yearcage	sortorder	extradate	cagetime	sort2	quantreading	cagetimeyearseqrun	cagetimeyearseqrunsex
S2014m_F10-3-A-M	F-F10-T3-M	y2014	seqrunA	F	F10	T3	4	M	A	plate1	SA7SD5	sample	labfood	3	T3	F_T3	FT3	na	y2014T3	T3_M	y2014T3M	F	dietpan	A	F10_Female_4	y2014F10	156	10/30/14	F10T3	803	1	F10_T3_y2014_seqrunA	F10_T3_y2014_seqrunA_M
S2014m_F10-3-B-M	F-F10-T3-M	y2014	seqrunA	F	F10	T3	4	M	B	plate1	SA7SD5	sample	labfood	3	T3	F_T3	FT3	na	y2014T3	T3_M	y2014T3M	F	dietpan	A	F10_Female_4	y2014F10	157	10/30/14	F10T3	804	1	F10_T3_y2014_seqrunA	F10_T3_y2014_seqrunA_M
S2014M_F10-3-C-M	F-F10-T3-M	y2014	seqrunA	F	F10	T3	4	M	C	plate1	SC7SD5	sample	labfood	3	T3	F_T3	FT3	na	y2014T3	T3_M	y2014T3M	F	dietpan	A	F10_Female_4	y2014F10	158	10/30/14	F10T3	805	1	F10_T3_y2014_seqrunA	F10_T3_y2014_seqrunA_M
S2014m_F2-3-A-M	F-F2-T3-M	y2014	seqrunA	F	F2	T3	4	M	A	plate1	SA7SD5	sample	labfood	3	T3	F_T3	FT3	na	y2014T3	T3_M	y2014T3M	F	dietpan	A	F2_Female_4	y2014F2	165	10/30/14	F2T3	806	1	F2_T3_y2014_seqrunA	F2_T3_y2014_seqrunA_M
S2014m_F2-3-B-M	F-F2-T3-M	y2014	seqrunA	F	F2	T3	4	M	B	plate1	SA7SD5	sample	labfood	3	T3	F_T3	FT3	na	y2014T3	T3_M	y2014T3M	F	dietpan	A	F2_Female_4	y2014F2	166	10/30/14	F2T3	807	1	F2_T3_y2014_seqrunA	F2_T3_y2014_seqrunA_M
S2014m_F2-3-C-M	F-F2-T3-M	y2014	seqrunA	F	F2	T3	4	M	C	plate1	SA7SD5	sample	labfood	3	T3	F_T3	FT3	na	y2014T3	T3_M	y2014T3M	F	dietpan	A	F2_Female_4	y2014F2	167	10/30/14	F2T3	808	1	F2_T3_y2014_seqrunA	F2_T3_y2014_seqrunA_M
S2014M_F3-3-A-M	F-F3-T3-M	y2014	seqrunA	F	F3	T3	4	M	A	plate1	SC7SD5	sample	labfood	3	T3	F_T3	FT3	na	y2014T3	T3_M	y2014T3M	F	dietpan	A	F3_Female_4	y2014F3	174	10/30/14	F3T3	809	1	F3_T3_y2014_seqrunA	F3_T3_y2014_seqrunA_M
S2014m_F3-3-B-M	F-F3-T3-M	y2014	seqrunA	F	F3	T3	4	M	B	plate1	SA7SD5	sample	labfood	3	T3	F_T3	FT3	na	y2014T3	T3_M	y2014T3M	F	dietpan	A	F3_Female_4	y2014F3	175	10/30/14	F3T3	810	1	F3_T3_y2014_seqrunA	F3_T3_y2014_seqrunA_M
S2014m_F3-3-C-M	F-F3-T3-M	y2014	seqrunA	F	F3	T3	4	M	C	plate1	SA7SD5	sample	labfood	3	T3	F_T3	FT3	na	y2014T3	T3_M	y2014T3M	F	dietpan	A	F3_Female_4	y2014F3	176	10/30/14	F3T3	811	1	F3_T3_y2014_seqrunA	F3_T3_y2014_seqrunA_M
S2014m_F4-3-A-M	F-F4-T3-M	y2014	seqrunA	F	F4	T3	4	M	A	plate1	SA7SD5	sample	labfood	3	T3	F_T3	FT3	na	y2014T3	T3_M	y2014T3M	F	dietpan	A	F4_Female_4	y2014F4	183	10/30/14	F4T3	812	1	F4_T3_y2014_seqrunA	F4_T3_y2014_seqrunA_M
S2014m_F4-3-B-M	F-F4-T3-M	y2014	seqrunA	F	F4	T3	4	M	B	plate1	SA7SD5	sample	labfood	3	T3	F_T3	FT3	na	y2014T3	T3_M	y2014T3M	F	dietpan	A	F4_Female_4	y2014F4	184	10/30/14	F4T3	813	1	F4_T3_y2014_seqrunA	F4_T3_y2014_seqrunA_M
S2014m_F4-3-C-M	F-F4-T3-M	y2014	seqrunA	F	F4	T3	4	M	C	plate1	SA7SD5	sample	labfood	3	T3	F_T3	FT3	na	y2014T3	T3_M	y2014T3M	F	dietpan	A	F4_Female_4	y2014F4	185	10/30/14	F4T3	814	1	F4_T3_y2014_seqrunA	F4_T3_y2014_seqrunA_M
b-1-t1-female-a	b-1-t1-female-a	y2017	seqrunB	B	b1	t1	2	F	a	plate5and6	SA707SA501	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b1F2	y2017b1	1143	8/3/17	b1t1	1142	1	b1_t1_y2017_seqrunB	b1_t1_y2017_seqrunB_F
b-1-t1-female-b	b-1-t1-female-b	y2017	seqrunB	B	b1	t1	2	F	b	plate5and6	SA707SA502	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b1F2	y2017b1	1144	8/3/17	b1t1	1143	1	b1_t1_y2017_seqrunB	b1_t1_y2017_seqrunB_F
b-1-t1-female-c	b-1-t1-female-c	y2017	seqrunB	B	b1	t1	2	F	c	plate5and6	SA707SA503	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b1F2	y2017b1	1145	8/3/17	b1t1	1144	1	b1_t1_y2017_seqrunB	b1_t1_y2017_seqrunB_F
b-1-t1-female-d	b-1-t1-female-d	y2017	seqrunB	B	b1	t1	2	F	d	plate5and6	SA707SA504	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b1F2	y2017b1	1146	8/3/17	b1t1	1145	1	b1_t1_y2017_seqrunB	b1_t1_y2017_seqrunB_F
b-1-t1-male-a	b-1-t1-male-a	y2017	seqrunB	B	b1	t1	2	M	a	plate5and6	SA703SA501	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b1M2	y2017b1	1147	8/3/17	b1t1	1146	1	b1_t1_y2017_seqrunB	b1_t1_y2017_seqrunB_M
b-1-t1-male-b	b-1-t1-male-b	y2017	seqrunB	B	b1	t1	2	M	b	plate5and6	SA703SA502	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b1M2	y2017b1	1148	8/3/17	b1t1	1147	1	b1_t1_y2017_seqrunB	b1_t1_y2017_seqrunB_M
b-1-t1-male-c	b-1-t1-male-c	y2017	seqrunB	B	b1	t1	2	M	c	plate5and6	SA703SA503	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b1M2	y2017b1	1149	8/3/17	b1t1	1148	1	b1_t1_y2017_seqrunB	b1_t1_y2017_seqrunB_M
b-1-t1-male-d	b-1-t1-male-d	y2017	seqrunB	B	b1	t1	2	M	d	plate5and6	SA703SA504	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b1M2	y2017b1	1150	8/3/17	b1t1	1149	1	b1_t1_y2017_seqrunB	b1_t1_y2017_seqrunB_M
b-1-t2-female-a	b-1-t2-female-a	y2017	seqrunB	B	b1	t2	3	F	a	plate5and6	SA711SA501	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b1F3	y2017b1	1151	9/27/17	b1t2	1150	1	b1_t2_y2017_seqrunB	b1_t2_y2017_seqrunB_F
b-1-t2-female-b	b-1-t2-female-b	y2017	seqrunB	B	b1	t2	3	F	b	plate5and6	SA711SA502	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b1F3	y2017b1	1152	9/27/17	b1t2	1151	1	b1_t2_y2017_seqrunB	b1_t2_y2017_seqrunB_F
b-1-t2-female-c	b-1-t2-female-c	y2017	seqrunB	B	b1	t2	3	F	c	plate5and6	SA711SA503	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b1F3	y2017b1	1153	9/27/17	b1t2	1152	1	b1_t2_y2017_seqrunB	b1_t2_y2017_seqrunB_F
b-1-t2-female-d	b-1-t2-female-d	y2017	seqrunB	B	b1	t2	3	F	d	plate5and6	SA711SA504	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b1F3	y2017b1	1154	9/27/17	b1t2	1153	1	b1_t2_y2017_seqrunB	b1_t2_y2017_seqrunB_F
b-1-t2-male-a	b-1-t2-male-a	y2017	seqrunB	B	b1	t2	3	M	a	plate6and7	SA703SC501	sample		2		B_t2	B_t2	na	y2017t2	t2_M	y2017t2M	B	dietpan	B	b1M3	y2017b1	1155	9/27/17	b1t2	1154	1	b1_t2_y2017_seqrunB	b1_t2_y2017_seqrunB_M
b-1-t2-male-b	b-1-t2-male-b	y2017	seqrunB	B	b1	t2	3	M	b	plate6and7	SA703SC502	sample		2		B_t2	B_t2	na	y2017t2	t2_M	y2017t2M	B	dietpan	B	b1M3	y2017b1	1156	9/27/17	b1t2	1155	1	b1_t2_y2017_seqrunB	b1_t2_y2017_seqrunB_M
b-1-t2-male-c	b-1-t2-male-c	y2017	seqrunB	B	b1	t2	3	M	c	plate6and7	SA703SC503	sample		2		B_t2	B_t2	na	y2017t2	t2_M	y2017t2M	B	dietpan	B	b1M3	y2017b1	1157	9/27/17	b1t2	1156	1	b1_t2_y2017_seqrunB	b1_t2_y2017_seqrunB_M
b-1-t3-female-a	b-1-t3-female-a	y2017	seqrunB	B	b1	t3	4	F	a	plate6and7	SA707SC501	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b1F4	y2017b1	1158	10/24/17	b1t3	1157	1	b1_t3_y2017_seqrunB	b1_t3_y2017_seqrunB_F
b-1-t3-female-b	b-1-t3-female-b	y2017	seqrunB	B	b1	t3	4	F	b	plate6and7	SA707SC502	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b1F4	y2017b1	1159	10/24/17	b1t3	1158	1	b1_t3_y2017_seqrunB	b1_t3_y2017_seqrunB_F
b-1-t3-female-c	b-1-t3-female-c	y2017	seqrunB	B	b1	t3	4	F	c	plate6and7	SA707SC503	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b1F4	y2017b1	1160	10/24/17	b1t3	1159	1	b1_t3_y2017_seqrunB	b1_t3_y2017_seqrunB_F
b-1-t3-female-d	b-1-t3-female-d	y2017	seqrunB	B	b1	t3	4	F	d	plate6and7	SA707SC504	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b1F4	y2017b1	1161	10/24/17	b1t3	1160	1	b1_t3_y2017_seqrunB	b1_t3_y2017_seqrunB_F
b-1-t3-male-a	b-1-t3-male-a	y2017	seqrunB	B	b1	t3	4	M	a	plate6and7	SA711SC501	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b1M4	y2017b1	1162	10/24/17	b1t3	1161	1	b1_t3_y2017_seqrunB	b1_t3_y2017_seqrunB_M
b-1-t3-male-b	b-1-t3-male-b	y2017	seqrunB	B	b1	t3	4	M	b	plate6and7	SA711SC502	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b1M4	y2017b1	1163	10/24/17	b1t3	1162	1	b1_t3_y2017_seqrunB	b1_t3_y2017_seqrunB_M
b-1-t3-male-c	b-1-t3-male-c	y2017	seqrunB	B	b1	t3	4	M	c	plate6and7	SA711SC503	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b1M4	y2017b1	1164	10/24/17	b1t3	1163	1	b1_t3_y2017_seqrunB	b1_t3_y2017_seqrunB_M
b-1-t3-male-d	b-1-t3-male-d	y2017	seqrunB	B	b1	t3	4	M	d	plate6and7	SA711SC504	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b1M4	y2017b1	1165	10/24/17	b1t3	1164	1	b1_t3_y2017_seqrunB	b1_t3_y2017_seqrunB_M
b-2-t1-female-a	b-2-t1-female-a	y2017	seqrunB	B	b2	t1	2	F	a	plate5and6	SA707SA505	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b2F2	y2017b2	1166	8/3/17	b2t1	1165	1	b2_t1_y2017_seqrunB	b2_t1_y2017_seqrunB_F
b-2-t1-female-b	b-2-t1-female-b	y2017	seqrunB	B	b2	t1	2	F	b	plate5and6	SA707SA506	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b2F2	y2017b2	1167	8/3/17	b2t1	1166	1	b2_t1_y2017_seqrunB	b2_t1_y2017_seqrunB_F
b-2-t1-female-c	b-2-t1-female-c	y2017	seqrunB	B	b2	t1	2	F	c	plate5and6	SA707SA507	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b2F2	y2017b2	1168	8/3/17	b2t1	1167	1	b2_t1_y2017_seqrunB	b2_t1_y2017_seqrunB_F
b-2-t1-female-d	b-2-t1-female-d	y2017	seqrunB	B	b2	t1	2	F	d	plate5and6	SA707SA508	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b2F2	y2017b2	1169	8/3/17	b2t1	1168	1	b2_t1_y2017_seqrunB	b2_t1_y2017_seqrunB_F
b-2-t1-male-a	b-2-t1-male-a	y2017	seqrunB	B	b2	t1	2	M	a	plate5and6	SA703SA505	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b2M2	y2017b2	1170	8/3/17	b2t1	1169	1	b2_t1_y2017_seqrunB	b2_t1_y2017_seqrunB_M
b-2-t1-male-b	b-2-t1-male-b	y2017	seqrunB	B	b2	t1	2	M	b	plate5and6	SA703SA506	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b2M2	y2017b2	1171	8/3/17	b2t1	1170	1	b2_t1_y2017_seqrunB	b2_t1_y2017_seqrunB_M
b-2-t1-male-c	b-2-t1-male-c	y2017	seqrunB	B	b2	t1	2	M	c	plate5and6	SA703SA507	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b2M2	y2017b2	1172	8/3/17	b2t1	1171	1	b2_t1_y2017_seqrunB	b2_t1_y2017_seqrunB_M
b-2-t1-male-d	b-2-t1-male-d	y2017	seqrunB	B	b2	t1	2	M	d	plate5and6	SA703SA508	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b2M2	y2017b2	1173	8/3/17	b2t1	1172	1	b2_t1_y2017_seqrunB	b2_t1_y2017_seqrunB_M
b-2-t2-female-aA	b-2-t2-female-aA	y2017	seqrunB	B	b2	t2	3	F	aA	plate5and6	SA712SA501	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b2F3	y2017b2	1174	9/27/17	b2t2	1173	1	b2_t2_y2017_seqrunB	b2_t2_y2017_seqrunB_F
b-2-t2-female-aB	b-2-t2-female-aB	y2017	seqrunB	B	b2	t2	3	F	aB	plate5and6	SA711SA505	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b2F3	y2017b2	1175	9/27/17	b2t2	1174	1	b2_t2_y2017_seqrunB	b2_t2_y2017_seqrunB_F
b-2-t2-female-bA	b-2-t2-female-bA	y2017	seqrunB	B	b2	t2	3	F	bA	plate5and6	SA712SA502	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b2F3	y2017b2	1176	9/27/17	b2t2	1175	1	b2_t2_y2017_seqrunB	b2_t2_y2017_seqrunB_F
b-2-t2-female-bB	b-2-t2-female-bB	y2017	seqrunB	B	b2	t2	3	F	bB	plate5and6	SA711SA506	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b2F3	y2017b2	1177	9/27/17	b2t2	1176	1	b2_t2_y2017_seqrunB	b2_t2_y2017_seqrunB_F
b-2-t2-female-cA	b-2-t2-female-cA	y2017	seqrunB	B	b2	t2	3	F	cA	plate5and6	SA712SA503	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b2F3	y2017b2	1178	9/27/17	b2t2	1177	1	b2_t2_y2017_seqrunB	b2_t2_y2017_seqrunB_F
b-2-t2-female-cB	b-2-t2-female-cB	y2017	seqrunB	B	b2	t2	3	F	cB	plate5and6	SA711SA507	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b2F3	y2017b2	1179	9/27/17	b2t2	1178	1	b2_t2_y2017_seqrunB	b2_t2_y2017_seqrunB_F
b-2-t2-female-d	b-2-t2-female-d	y2017	seqrunB	B	b2	t2	3	F	d	plate5and6	SA712SA504	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b2F3	y2017b2	1180	9/27/17	b2t2	1179	1	b2_t2_y2017_seqrunB	b2_t2_y2017_seqrunB_F
b-2-t2-male-a	b-2-t2-male-a	y2017	seqrunB	B	b2	t2	3	M	a	plate6and7	SA703SC505	sample		2		B_t2	B_t2	na	y2017t2	t2_M	y2017t2M	B	dietpan	B	b2M3	y2017b2	1181	9/27/17	b2t2	1180	1	b2_t2_y2017_seqrunB	b2_t2_y2017_seqrunB_M
b-2-t2-male-a-9flies	b-2-t2-male-a-9flies	y2017	seqrunB	B	b2	t2	3	M	a	plate6and7	SA704SC501	sample		2		B_t2	B_t2	na	y2017t2	t2_M	y2017t2M	B	dietpan	B	b2M3	y2017b2	1182	9/27/17	b2t2	1181	1	b2_t2_y2017_seqrunB	b2_t2_y2017_seqrunB_M
b-2-t2-male-b	b-2-t2-male-b	y2017	seqrunB	B	b2	t2	3	M	b	plate6and7	SA703SC506	sample		2		B_t2	B_t2	na	y2017t2	t2_M	y2017t2M	B	dietpan	B	b2M3	y2017b2	1183	9/27/17	b2t2	1182	1	b2_t2_y2017_seqrunB	b2_t2_y2017_seqrunB_M
b-2-t2-male-b-9fliese	b-2-t2-male-b-9fliese	y2017	seqrunB	B	b2	t2	3	M	b	plate6and7	SA704SC502	sample		2		B_t2	B_t2	na	y2017t2	t2_M	y2017t2M	B	dietpan	B	b2M3	y2017b2	1184	9/27/17	b2t2	1183	1	b2_t2_y2017_seqrunB	b2_t2_y2017_seqrunB_M
b-2-t2-male-c	b-2-t2-male-c	y2017	seqrunB	B	b2	t2	3	M	c	plate6and7	SA703SC507	sample		2		B_t2	B_t2	na	y2017t2	t2_M	y2017t2M	B	dietpan	B	b2M3	y2017b2	1185	9/27/17	b2t2	1184	1	b2_t2_y2017_seqrunB	b2_t2_y2017_seqrunB_M
b-2-t3-female-a	b-2-t3-female-a	y2017	seqrunB	B	b2	t3	4	F	a	plate6and7	SA707SC505	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b2F4	y2017b2	1186	10/24/17	b2t3	1185	1	b2_t3_y2017_seqrunB	b2_t3_y2017_seqrunB_F
b-2-t3-female-b	b-2-t3-female-b	y2017	seqrunB	B	b2	t3	4	F	b	plate6and7	SA707SC506	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b2F4	y2017b2	1187	10/24/17	b2t3	1186	1	b2_t3_y2017_seqrunB	b2_t3_y2017_seqrunB_F
b-2-t3-female-c	b-2-t3-female-c	y2017	seqrunB	B	b2	t3	4	F	c	plate6and7	SA707SC507	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b2F4	y2017b2	1188	10/24/17	b2t3	1187	1	b2_t3_y2017_seqrunB	b2_t3_y2017_seqrunB_F
b-2-t3-female-d	b-2-t3-female-d	y2017	seqrunB	B	b2	t3	4	F	d	plate6and7	SA707SC508	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b2F4	y2017b2	1189	10/24/17	b2t3	1188	1	b2_t3_y2017_seqrunB	b2_t3_y2017_seqrunB_F
b-2-t3-male-a	b-2-t3-male-a	y2017	seqrunB	B	b2	t3	4	M	a	plate6and7	SA711SC505	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b2M4	y2017b2	1190	10/24/17	b2t3	1189	1	b2_t3_y2017_seqrunB	b2_t3_y2017_seqrunB_M
b-2-t3-male-b	b-2-t3-male-b	y2017	seqrunB	B	b2	t3	4	M	b	plate6and7	SA711SC506	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b2M4	y2017b2	1191	10/24/17	b2t3	1190	1	b2_t3_y2017_seqrunB	b2_t3_y2017_seqrunB_M
b-2-t3-male-c	b-2-t3-male-c	y2017	seqrunB	B	b2	t3	4	M	c	plate6and7	SA711SC507	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b2M4	y2017b2	1192	10/24/17	b2t3	1191	1	b2_t3_y2017_seqrunB	b2_t3_y2017_seqrunB_M
b-2-t3-male-d	b-2-t3-male-d	y2017	seqrunB	B	b2	t3	4	M	d	plate6and7	SA711SC508	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b2M4	y2017b2	1193	10/24/17	b2t3	1192	1	b2_t3_y2017_seqrunB	b2_t3_y2017_seqrunB_M
b-3-t1-female-a	b-3-t1-female-a	y2017	seqrunB	B	b3	t1	2	F	a	plate5and6	SA708SA501	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b3F2	y2017b3	1194	8/3/17	b3t1	1193	1	b3_t1_y2017_seqrunB	b3_t1_y2017_seqrunB_F
b-3-t1-female-b	b-3-t1-female-b	y2017	seqrunB	B	b3	t1	2	F	b	plate5and6	SA708SA502	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b3F2	y2017b3	1195	8/3/17	b3t1	1194	1	b3_t1_y2017_seqrunB	b3_t1_y2017_seqrunB_F
b-3-t1-female-c	b-3-t1-female-c	y2017	seqrunB	B	b3	t1	2	F	c	plate5and6	SA708SA503	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b3F2	y2017b3	1196	8/3/17	b3t1	1195	1	b3_t1_y2017_seqrunB	b3_t1_y2017_seqrunB_F
b-3-t1-female-d	b-3-t1-female-d	y2017	seqrunB	B	b3	t1	2	F	d	plate5and6	SA708SA504	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b3F2	y2017b3	1197	8/3/17	b3t1	1196	1	b3_t1_y2017_seqrunB	b3_t1_y2017_seqrunB_F
b-3-t1-male-a	b-3-t1-male-a	y2017	seqrunB	B	b3	t1	2	M	a	plate5and6	SA704SA501	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b3M2	y2017b3	1198	8/3/17	b3t1	1197	1	b3_t1_y2017_seqrunB	b3_t1_y2017_seqrunB_M
b-3-t1-male-b	b-3-t1-male-b	y2017	seqrunB	B	b3	t1	2	M	b	plate5and6	SA704SA502	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b3M2	y2017b3	1199	8/3/17	b3t1	1198	1	b3_t1_y2017_seqrunB	b3_t1_y2017_seqrunB_M
b-3-t1-male-c	b-3-t1-male-c	y2017	seqrunB	B	b3	t1	2	M	c	plate5and6	SA704SA503	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b3M2	y2017b3	1200	8/3/17	b3t1	1199	1	b3_t1_y2017_seqrunB	b3_t1_y2017_seqrunB_M
b-3-t1-male-d	b-3-t1-male-d	y2017	seqrunB	B	b3	t1	2	M	d	plate5and6	SA704SA504	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b3M2	y2017b3	1201	8/3/17	b3t1	1200	1	b3_t1_y2017_seqrunB	b3_t1_y2017_seqrunB_M
b-3-t3-female-a	b-3-t3-female-a	y2017	seqrunB	B	b3	t3	4	F	a	plate6and7	SA708SC501	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b3F4	y2017b3	1202	10/24/17	b3t3	1201	1	b3_t3_y2017_seqrunB	b3_t3_y2017_seqrunB_F
b-3-t3-female-b	b-3-t3-female-b	y2017	seqrunB	B	b3	t3	4	F	b	plate6and7	SA708SC502	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b3F4	y2017b3	1203	10/24/17	b3t3	1202	1	b3_t3_y2017_seqrunB	b3_t3_y2017_seqrunB_F
b-3-t3-female-c	b-3-t3-female-c	y2017	seqrunB	B	b3	t3	4	F	c	plate6and7	SA708SC503	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b3F4	y2017b3	1204	10/24/17	b3t3	1203	1	b3_t3_y2017_seqrunB	b3_t3_y2017_seqrunB_F
b-3-t3-male-a	b-3-t3-male-a	y2017	seqrunB	B	b3	t3	4	M	a	plate6and7	SA712SC501	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b3M4	y2017b3	1205	10/24/17	b3t3	1204	1	b3_t3_y2017_seqrunB	b3_t3_y2017_seqrunB_M
b-3-t3-male-b	b-3-t3-male-b	y2017	seqrunB	B	b3	t3	4	M	b	plate6and7	SA712SC502	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b3M4	y2017b3	1206	10/24/17	b3t3	1205	1	b3_t3_y2017_seqrunB	b3_t3_y2017_seqrunB_M
b-3-t3-male-c	b-3-t3-male-c	y2017	seqrunB	B	b3	t3	4	M	c	plate6and7	SA712SC503	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b3M4	y2017b3	1207	10/24/17	b3t3	1206	1	b3_t3_y2017_seqrunB	b3_t3_y2017_seqrunB_M
b-3-t3-male-d	b-3-t3-male-d	y2017	seqrunB	B	b3	t3	4	M	d	plate6and7	SA712SC504	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b3M4	y2017b3	1208	10/24/17	b3t3	1207	1	b3_t3_y2017_seqrunB	b3_t3_y2017_seqrunB_M
b-4-t1-female-a	b-4-t1-female-a	y2017	seqrunB	B	b4	t1	2	F	a	plate5and6	SA708SA505	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b4F2	y2017b4	1209	8/3/17	b4t1	1208	1	b4_t1_y2017_seqrunB	b4_t1_y2017_seqrunB_F
b-4-t1-female-b	b-4-t1-female-b	y2017	seqrunB	B	b4	t1	2	F	b	plate5and6	SA708SA506	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b4F2	y2017b4	1210	8/3/17	b4t1	1209	1	b4_t1_y2017_seqrunB	b4_t1_y2017_seqrunB_F
b-4-t1-female-c	b-4-t1-female-c	y2017	seqrunB	B	b4	t1	2	F	c	plate5and6	SA708SA507	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b4F2	y2017b4	1211	8/3/17	b4t1	1210	1	b4_t1_y2017_seqrunB	b4_t1_y2017_seqrunB_F
b-4-t1-female-d	b-4-t1-female-d	y2017	seqrunB	B	b4	t1	2	F	d	plate5and6	SA708SA508	sample		1		B_t1	B_t1	na	y2017t1	t1_F	y2017t1F	B	dietpan	B	b4F2	y2017b4	1212	8/3/17	b4t1	1211	1	b4_t1_y2017_seqrunB	b4_t1_y2017_seqrunB_F
