#SampleID	code	year	seqrun	treatment	cage	time	time_number	sex	extra	exp3	exp4	control	diet	time_num	all2016_time	treatment_time	treatmenttime	genotype	year_time	time_sex	yeartimesex	genotype2	diet_method	genotype_method	sampID	yearcage	sortorder	extradate	cagetime	sort2	quantreading	cagetimeyearseqrun	cagetimeyearseqrunsex
S2014F_F4-1-B-F	F-F4-T1-F	y2014	seqrunA	F	F4	T1	2	F	B	plate2	SC7SA5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_F	y2014T1F	F	dietpan	A	F4_Female_2	y2014F4	92	8/1/14	F4T1	682	1	F4_T1_y2014_seqrunA	F4_T1_y2014_seqrunA_F
S2014F_F4-1-C-F	F-F4-T1-F	y2014	seqrunA	F	F4	T1	2	F	C	plate2	SC7SA5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_F	y2014T1F	F	dietpan	A	F4_Female_2	y2014F4	93	8/1/14	F4T1	683	1	F4_T1_y2014_seqrunA	F4_T1_y2014_seqrunA_F
S2014m_E2-1-A-F	E-E2-T1-F	y2014	seqrunA	E	E2	T1	2	F	A	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_F	y2014T1F	E	dietpan	A	E2_Female_2	y2014E2	101	8/1/14	E2T1	684	1	E2_T1_y2014_seqrunA	E2_T1_y2014_seqrunA_F
S2014M_E2-1-A-M	E-E2-T1-M	y2014	seqrunA	E	E2	T1	2	M	A	plate1	SC7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_M	y2014T1M	E	dietpan	A	E2_Female_2	y2014E2	102	8/1/14	E2T1	685	1	E2_T1_y2014_seqrunA	E2_T1_y2014_seqrunA_M
S2014m_E2-1-B-F	E-E2-T1-F	y2014	seqrunA	E	E2	T1	2	F	B	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_F	y2014T1F	E	dietpan	A	E2_Female_2	y2014E2	103	8/1/14	E2T1	686	1	E2_T1_y2014_seqrunA	E2_T1_y2014_seqrunA_F
S2014M_E2-1-B-M	E-E2-T1-M	y2014	seqrunA	E	E2	T1	2	M	B	plate1	SC7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_M	y2014T1M	E	dietpan	A	E2_Female_2	y2014E2	104	8/1/14	E2T1	687	1	E2_T1_y2014_seqrunA	E2_T1_y2014_seqrunA_M
S2014m_E2-1-C-F	E-E2-T1-F	y2014	seqrunA	E	E2	T1	2	F	C	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_F	y2014T1F	E	dietpan	A	E2_Female_2	y2014E2	105	8/1/14	E2T1	688	1	E2_T1_y2014_seqrunA	E2_T1_y2014_seqrunA_F
S2014m_E2-1-C-M	E-E2-T1-M	y2014	seqrunA	E	E2	T1	2	M	C	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_M	y2014T1M	E	dietpan	A	E2_Female_2	y2014E2	106	8/1/14	E2T1	689	1	E2_T1_y2014_seqrunA	E2_T1_y2014_seqrunA_M
S2014m_E5-1-A-F	E-E5-T1-F	y2014	seqrunA	E	E5	T1	2	F	A	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_F	y2014T1F	E	dietpan	A	E5_Female_2	y2014E5	113	8/1/14	E5T1	690	1	E5_T1_y2014_seqrunA	E5_T1_y2014_seqrunA_F
S2014M_E5-1-A-M	E-E5-T1-M	y2014	seqrunA	E	E5	T1	2	M	A	plate1	SC7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_M	y2014T1M	E	dietpan	A	E5_Female_2	y2014E5	114	8/1/14	E5T1	691	1	E5_T1_y2014_seqrunA	E5_T1_y2014_seqrunA_M
S2014m_E5-1-B-F	E-E5-T1-F	y2014	seqrunA	E	E5	T1	2	F	B	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_F	y2014T1F	E	dietpan	A	E5_Female_2	y2014E5	115	8/1/14	E5T1	692	1	E5_T1_y2014_seqrunA	E5_T1_y2014_seqrunA_F
S2014M_E5-1-B-M	E-E5-T1-M	y2014	seqrunA	E	E5	T1	2	M	B	plate1	SC7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_M	y2014T1M	E	dietpan	A	E5_Female_2	y2014E5	116	8/1/14	E5T1	693	1	E5_T1_y2014_seqrunA	E5_T1_y2014_seqrunA_M
S2014m_E5-1-C-F	E-E5-T1-F	y2014	seqrunA	E	E5	T1	2	F	C	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_F	y2014T1F	E	dietpan	A	E5_Female_2	y2014E5	117	8/1/14	E5T1	694	1	E5_T1_y2014_seqrunA	E5_T1_y2014_seqrunA_F
S2014M_E5-1-C-M	E-E5-T1-M	y2014	seqrunA	E	E5	T1	2	M	C	plate1	SC7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_M	y2014T1M	E	dietpan	A	E5_Female_2	y2014E5	118	8/1/14	E5T1	695	1	E5_T1_y2014_seqrunA	E5_T1_y2014_seqrunA_M
S2014m_E7-1-A-M	E-E7-T1-M	y2014	seqrunA	E	E7	T1	2	M	A	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_M	y2014T1M	E	dietpan	A	E7_Female_2	y2014E7	125	8/1/14	E7T1	696	1	E7_T1_y2014_seqrunA	E7_T1_y2014_seqrunA_M
S2014m_E7-1-B-F	E-E7-T1-F	y2014	seqrunA	E	E7	T1	2	F	B	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_F	y2014T1F	E	dietpan	A	E7_Female_2	y2014E7	126	8/1/14	E7T1	697	1	E7_T1_y2014_seqrunA	E7_T1_y2014_seqrunA_F
S2014m_E7-1-B-M	E-E7-T1-M	y2014	seqrunA	E	E7	T1	2	M	B	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_M	y2014T1M	E	dietpan	A	E7_Female_2	y2014E7	127	8/1/14	E7T1	698	1	E7_T1_y2014_seqrunA	E7_T1_y2014_seqrunA_M
S2014m_E7-1-C-F	E-E7-T1-F	y2014	seqrunA	E	E7	T1	2	F	C	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_F	y2014T1F	E	dietpan	A	E7_Female_2	y2014E7	128	8/1/14	E7T1	699	1	E7_T1_y2014_seqrunA	E7_T1_y2014_seqrunA_F
S2014m_E7-1-C-M	E-E7-T1-M	y2014	seqrunA	E	E7	T1	2	M	C	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_M	y2014T1M	E	dietpan	A	E7_Female_2	y2014E7	129	8/1/14	E7T1	700	1	E7_T1_y2014_seqrunA	E7_T1_y2014_seqrunA_M
S2014M_E9-1-A-M	E-E9-T1-M	y2014	seqrunA	E	E9	T1	2	M	A	plate1	SC7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_M	y2014T1M	E	dietpan	A	E9_Female_2	y2014E9	138	8/1/14	E9T1	701	1	E9_T1_y2014_seqrunA	E9_T1_y2014_seqrunA_M
S2014m_E9-1-B-F	E-E9-T1-F	y2014	seqrunA	E	E9	T1	2	F	B	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_F	y2014T1F	E	dietpan	A	E9_Female_2	y2014E9	139	8/1/14	E9T1	702	1	E9_T1_y2014_seqrunA	E9_T1_y2014_seqrunA_F
S2014M_E9-1-B-M	E-E9-T1-M	y2014	seqrunA	E	E9	T1	2	M	B	plate1	SC7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_M	y2014T1M	E	dietpan	A	E9_Female_2	y2014E9	140	8/1/14	E9T1	703	1	E9_T1_y2014_seqrunA	E9_T1_y2014_seqrunA_M
S2014m_E9-1-C-F	E-E9-T1-F	y2014	seqrunA	E	E9	T1	2	F	C	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_F	y2014T1F	E	dietpan	A	E9_Female_2	y2014E9	141	8/1/14	E9T1	704	1	E9_T1_y2014_seqrunA	E9_T1_y2014_seqrunA_F
S2014M_E9-1-C-M	E-E9-T1-M	y2014	seqrunA	E	E9	T1	2	M	C	plate1	SC7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_M	y2014T1M	E	dietpan	A	E9_Female_2	y2014E9	142	8/1/14	E9T1	705	1	E9_T1_y2014_seqrunA	E9_T1_y2014_seqrunA_M
S2014m_E9-A-1-F	E-E9-T1-F	y2014	seqrunA	E	E9	T1	2	F	A	plate1	SA7SD5	sample	labfood	1	T1	E_T1	ET1	S	y2014T1	T1_F	y2014T1F	E	dietpan	A	E9_Female_2	y2014E9	149	8/1/14	E9T1	706	1	E9_T1_y2014_seqrunA	E9_T1_y2014_seqrunA_F
S2014M_F10-1-A-M	F-F10-T1-M	y2014	seqrunA	F	F10	T1	2	M	A	plate1	SC7SD5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_M	y2014T1M	F	dietpan	A	F10_Female_2	y2014F10	150	8/1/14	F10T1	707	1	F10_T1_y2014_seqrunA	F10_T1_y2014_seqrunA_M
S2014m_F10-1-B-M	F-F10-T1-M	y2014	seqrunA	F	F10	T1	2	M	B	plate1	SA7SD5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_M	y2014T1M	F	dietpan	A	F10_Female_2	y2014F10	151	8/1/14	F10T1	708	1	F10_T1_y2014_seqrunA	F10_T1_y2014_seqrunA_M
S2014m_F10-1-C-M	F-F10-T1-M	y2014	seqrunA	F	F10	T1	2	M	C	plate1	SA7SD5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_M	y2014T1M	F	dietpan	A	F10_Female_2	y2014F10	152	8/1/14	F10T1	709	1	F10_T1_y2014_seqrunA	F10_T1_y2014_seqrunA_M
S2014m_F2-1-A-M	F-F2-T1-M	y2014	seqrunA	F	F2	T1	2	M	A	plate1	SA7SD5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_M	y2014T1M	F	dietpan	A	F2_Female_2	y2014F2	159	8/1/14	F2T1	710	1	F2_T1_y2014_seqrunA	F2_T1_y2014_seqrunA_M
S2014m_F2-1-B-M	F-F2-T1-M	y2014	seqrunA	F	F2	T1	2	M	B	plate1	SA7SD5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_M	y2014T1M	F	dietpan	A	F2_Female_2	y2014F2	160	8/1/14	F2T1	711	1	F2_T1_y2014_seqrunA	F2_T1_y2014_seqrunA_M
S2014m_F2-1-C-M	F-F2-T1-M	y2014	seqrunA	F	F2	T1	2	M	C	plate1	SA7SD5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_M	y2014T1M	F	dietpan	A	F2_Female_2	y2014F2	161	8/1/14	F2T1	712	1	F2_T1_y2014_seqrunA	F2_T1_y2014_seqrunA_M
S2014m_F3-1-A-M	F-F3-T1-M	y2014	seqrunA	F	F3	T1	2	M	A	plate1	SA7SD5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_M	y2014T1M	F	dietpan	A	F3_Female_2	y2014F3	168	8/1/14	F3T1	713	1	F3_T1_y2014_seqrunA	F3_T1_y2014_seqrunA_M
S2014m_F3-1-B-M	F-F3-T1-M	y2014	seqrunA	F	F3	T1	2	M	B	plate1	SA7SD5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_M	y2014T1M	F	dietpan	A	F3_Female_2	y2014F3	169	8/1/14	F3T1	714	1	F3_T1_y2014_seqrunA	F3_T1_y2014_seqrunA_M
S2014m_F3-1-C-M	F-F3-T1-M	y2014	seqrunA	F	F3	T1	2	M	C	plate1	SA7SD5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_M	y2014T1M	F	dietpan	A	F3_Female_2	y2014F3	170	8/1/14	F3T1	715	1	F3_T1_y2014_seqrunA	F3_T1_y2014_seqrunA_M
S2014m_F4-1-A-M	F-F4-T1-M	y2014	seqrunA	F	F4	T1	2	M	A	plate1	SA7SD5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_M	y2014T1M	F	dietpan	A	F4_Female_2	y2014F4	177	8/1/14	F4T1	716	1	F4_T1_y2014_seqrunA	F4_T1_y2014_seqrunA_M
S2014m_F4-1-B-M	F-F4-T1-M	y2014	seqrunA	F	F4	T1	2	M	B	plate1	SA7SD5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_M	y2014T1M	F	dietpan	A	F4_Female_2	y2014F4	178	8/1/14	F4T1	717	1	F4_T1_y2014_seqrunA	F4_T1_y2014_seqrunA_M
S2014M_F4-1-C-M	F-F4-T1-M	y2014	seqrunA	F	F4	T1	2	M	C	plate1	SC7SD5	sample	labfood	1	T1	F_T1	FT1	na	y2014T1	T1_M	y2014T1M	F	dietpan	A	F4_Female_2	y2014F4	179	8/1/14	F4T1	718	1	F4_T1_y2014_seqrunA	F4_T1_y2014_seqrunA_M
S2014F_E2-2-A-F	E-E2-T2-F	y2014	seqrunA	E	E2	T2	3	F	A	plate1	SC7SD5	sample	labfood	2	T2	E_T2	ET2	S	y2014T2	T2_F	y2014T2F	E	dietpan	A	E2_Female_3	y2014E2	41	9/24/14	E2T2	719	1	E2_T2_y2014_seqrunA	E2_T2_y2014_seqrunA_F
S2014F_E2-2-B-F	E-E2-T2-F	y2014	seqrunA	E	E2	T2	3	F	B	plate1	SC7SD5	sample	labfood	2	T2	E_T2	ET2	S	y2014T2	T2_F	y2014T2F	E	dietpan	A	E2_Female_3	y2014E2	42	9/24/14	E2T2	720	1	E2_T2_y2014_seqrunA	E2_T2_y2014_seqrunA_F
S2014F_E2-2-C-F	E-E2-T2-F	y2014	seqrunA	E	E2	T2	3	F	C	plate1	SC7SD5	sample	labfood	2	T2	E_T2	ET2	S	y2014T2	T2_F	y2014T2F	E	dietpan	A	E2_Female_3	y2014E2	43	9/24/14	E2T2	721	1	E2_T2_y2014_seqrunA	E2_T2_y2014_seqrunA_F
S2014F_E5-2-A-F	E-E5-T2-F	y2014	seqrunA	E	E5	T2	3	F	A	plate1	SC7SD5	sample	labfood	2	T2	E_T2	ET2	S	y2014T2	T2_F	y2014T2F	E	dietpan	A	E5_Female_3	y2014E5	47	9/24/14	E5T2	722	1	E5_T2_y2014_seqrunA	E5_T2_y2014_seqrunA_F
S2014F_E5-2-A-F_plate2	E-E5-T2-F	y2014	seqrunA	E	E5	T2	3	F	A	plate2	SC7SA5	sample	labfood	2	T2	E_T2	ET2	S	y2014T2	T2_F	y2014T2F	E	dietpan	A	E5_Female_3	y2014E5	48	9/24/14	E5T2	723	1	E5_T2_y2014_seqrunA	E5_T2_y2014_seqrunA_F
S2014F_E5-2-B-F	E-E5-T2-F	y2014	seqrunA	E	E5	T2	3	F	B	plate1	SC7SD5	sample	labfood	2	T2	E_T2	ET2	S	y2014T2	T2_F	y2014T2F	E	dietpan	A	E5_Female_3	y2014E5	49	9/24/14	E5T2	724	1	E5_T2_y2014_seqrunA	E5_T2_y2014_seqrunA_F
S2014F_E5-C-2-F	E-E5-T2-F	y2014	seqrunA	E	E5	T2	3	F	C	plate2	SC7SA5	sample	labfood	2	T2	E_T2	ET2	S	y2014T2	T2_F	y2014T2F	E	dietpan	A	E5_Female_3	y2014E5	52	9/24/14	E5T2	725	1	E5_T2_y2014_seqrunA	E5_T2_y2014_seqrunA_F
S2014F_E7-2-C-F	E-E7-T2-F	y2014	seqrunA	E	E7	T2	3	F	C	plate1	SC7SD5	sample	labfood	2	T2	E_T2	ET2	S	y2014T2	T2_F	y2014T2F	E	dietpan	A	E7_Female_3	y2014E7	54	9/24/14	E7T2	726	1	E7_T2_y2014_seqrunA	E7_T2_y2014_seqrunA_F
S2014F_E9-2-A-F	E-E9-T2-F	y2014	seqrunA	E	E9	T2	3	F	A	plate1	SC7SD5	sample	labfood	2	T2	E_T2	ET2	S	y2014T2	T2_F	y2014T2F	E	dietpan	A	E9_Female_3	y2014E9	58	9/24/14	E9T2	727	1	E9_T2_y2014_seqrunA	E9_T2_y2014_seqrunA_F
S2014F_E9-2-B-F	E-E9-T2-F	y2014	seqrunA	E	E9	T2	3	F	B	plate1	SC7SD5	sample	labfood	2	T2	E_T2	ET2	S	y2014T2	T2_F	y2014T2F	E	dietpan	A	E9_Female_3	y2014E9	59	9/24/14	E9T2	728	1	E9_T2_y2014_seqrunA	E9_T2_y2014_seqrunA_F
S2014F_E9-2-C-F	E-E9-T2-F	y2014	seqrunA	E	E9	T2	3	F	C	plate1	SC7SD5	sample	labfood	2	T2	E_T2	ET2	S	y2014T2	T2_F	y2014T2F	E	dietpan	A	E9_Female_3	y2014E9	60	9/24/14	E9T2	729	1	E9_T2_y2014_seqrunA	E9_T2_y2014_seqrunA_F
S2014F_F10-2-A-F	F-F10-T2-F	y2014	seqrunA	F	F10	T2	3	F	A	plate2	SC7SA5	sample	labfood	2	T2	F_T2	FT2	na	y2014T2	T2_F	y2014T2F	F	dietpan	A	F10_Female_3	y2014F10	68	9/24/14	F10T2	730	1	F10_T2_y2014_seqrunA	F10_T2_y2014_seqrunA_F
S2014F_F10-2-B-F	F-F10-T2-F	y2014	seqrunA	F	F10	T2	3	F	B	plate2	SC7SA5	sample	labfood	2	T2	F_T2	FT2	na	y2014T2	T2_F	y2014T2F	F	dietpan	A	F10_Female_3	y2014F10	69	9/24/14	F10T2	731	1	F10_T2_y2014_seqrunA	F10_T2_y2014_seqrunA_F
S2014F_F10-2-C-F	F-F10-T2-F	y2014	seqrunA	F	F10	T2	3	F	C	plate2	SC7SA5	sample	labfood	2	T2	F_T2	FT2	na	y2014T2	T2_F	y2014T2F	F	dietpan	A	F10_Female_3	y2014F10	70	9/24/14	F10T2	732	1	F10_T2_y2014_seqrunA	F10_T2_y2014_seqrunA_F
S2014F_F2-2-A-F	F-F2-T2-F	y2014	seqrunA	F	F2	T2	3	F	A	plate2	SC7SA5	sample	labfood	2	T2	F_T2	FT2	na	y2014T2	T2_F	y2014T2F	F	dietpan	A	F2_Female_3	y2014F2	76	9/24/14	F2T2	733	1	F2_T2_y2014_seqrunA	F2_T2_y2014_seqrunA_F
S2014F_F2-2-B-F	F-F2-T2-F	y2014	seqrunA	F	F2	T2	3	F	B	plate2	SC7SA5	sample	labfood	2	T2	F_T2	FT2	na	y2014T2	T2_F	y2014T2F	F	dietpan	A	F2_Female_3	y2014F2	77	9/24/14	F2T2	734	1	F2_T2_y2014_seqrunA	F2_T2_y2014_seqrunA_F
S2014F_F2-2-C-F	F-F2-T2-F	y2014	seqrunA	F	F2	T2	3	F	C	plate2	SC7SA5	sample	labfood	2	T2	F_T2	FT2	na	y2014T2	T2_F	y2014T2F	F	dietpan	A	F2_Female_3	y2014F2	78	9/24/14	F2T2	735	1	F2_T2_y2014_seqrunA	F2_T2_y2014_seqrunA_F
S2014F_F3-2-A-F	F-F3-T2-F	y2014	seqrunA	F	F3	T2	3	F	A	plate2	SC7SA5	sample	labfood	2	T2	F_T2	FT2	na	y2014T2	T2_F	y2014T2F	F	dietpan	A	F3_Female_3	y2014F3	85	9/24/14	F3T2	736	1	F3_T2_y2014_seqrunA	F3_T2_y2014_seqrunA_F
S2014F_F3-2-B-F	F-F3-T2-F	y2014	seqrunA	F	F3	T2	3	F	B	plate2	SC7SA5	sample	labfood	2	T2	F_T2	FT2	na	y2014T2	T2_F	y2014T2F	F	dietpan	A	F3_Female_3	y2014F3	86	9/24/14	F3T2	737	1	F3_T2_y2014_seqrunA	F3_T2_y2014_seqrunA_F
S2014F_F3-2-C-F	F-F3-T2-F	y2014	seqrunA	F	F3	T2	3	F	C	plate2	SC7SA5	sample	labfood	2	T2	F_T2	FT2	na	y2014T2	T2_F	y2014T2F	F	dietpan	A	F3_Female_3	y2014F3	87	9/24/14	F3T2	738	1	F3_T2_y2014_seqrunA	F3_T2_y2014_seqrunA_F
S2014F_F4-2-A-F	F-F4-T2-F	y2014	seqrunA	F	F4	T2	3	F	A	plate2	SC7SA5	sample	labfood	2	T2	F_T2	FT2	na	y2014T2	T2_F	y2014T2F	F	dietpan	A	F4_Female_3	y2014F4	94	9/24/14	F4T2	739	1	F4_T2_y2014_seqrunA	F4_T2_y2014_seqrunA_F
S2014F_F4-2-B-F_C7A5_5a	F-F4-T2-F	y2014	seqrunA	F	F4	T2	3	F	B	plate2	SC7SA5	sample	labfood	2	T2	F_T2	FT2	na	y2014T2	T2_F	y2014T2F	F	dietpan	A	F4_Female_3	y2014F4	95	9/24/14	F4T2	740	1	F4_T2_y2014_seqrunA	F4_T2_y2014_seqrunA_F
